,CHG_COUNTY_NUM,CHG_CASE_NUMBER,CHG_ENTITY_NUMBER,CHG_DATE,CHG_UOR_CODE,Base_UOR_Code,ASCF_Code,CHG_DISP_DATE,CHG_DISP_TYPE_CODE,CHG_UOR_Desc,CHG_UOR_Base_Level,ASCF_Code_Desc2,CHG_DISP_TYPE_CODE_Desc,CHG_UOR_Description,CHG_County,DISP_Days,MOT_COUNTY_NUM,MOT_CASE_NUMBER,Mot_Entity_Number,Mot_Motion_Type_Code,MOT_MOTION_TYPE_CODE_DESC,MOT_County
44,1,3,3,2022-01-07,3400,340,0,2022-02-01 04:04:48,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,25.0,1.0,3.0,5.0,SC,MOTION FOR SHOW CAUSE,Adams
45,1,4,1,2022-01-08,3400,340,0,2023-01-08 09:36:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,365.0,1.0,4.0,1.0,REVI,MOTION FOR REVIEW,Adams
46,1,4,1,2022-01-08,3400,340,0,2023-01-08 09:36:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,365.0,1.0,4.0,3.0,CONT,MOTION FOR CONTINUANCE,Adams
47,1,4,1,2022-01-08,3400,340,0,2023-01-08 09:36:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,365.0,1.0,4.0,4.0,CONT,MOTION FOR CONTINUANCE,Adams
48,1,4,1,2022-01-08,3400,340,0,2023-01-08 09:36:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,365.0,1.0,4.0,2.0,SUB,MOTION TO SUBMIT,Adams
49,1,4,2,2022-01-08,3460,346,0,2023-07-12 09:36:00,ACQ,"BEING OBNOXIOUS, 1ST - EARLY MORNING",Felony D,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 1ST - EARLY MORNING (Felony D) – Base Charge",Adams,550.0,1.0,4.0,1.0,REVI,MOTION FOR REVIEW,Adams
50,1,4,2,2022-01-08,3460,346,0,2023-07-12 09:36:00,ACQ,"BEING OBNOXIOUS, 1ST - EARLY MORNING",Felony D,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 1ST - EARLY MORNING (Felony D) – Base Charge",Adams,550.0,1.0,4.0,3.0,CONT,MOTION FOR CONTINUANCE,Adams
51,1,4,2,2022-01-08,3460,346,0,2023-07-12 09:36:00,ACQ,"BEING OBNOXIOUS, 1ST - EARLY MORNING",Felony D,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 1ST - EARLY MORNING (Felony D) – Base Charge",Adams,550.0,1.0,4.0,4.0,CONT,MOTION FOR CONTINUANCE,Adams
52,1,4,2,2022-01-08,3460,346,0,2023-07-12 09:36:00,ACQ,"BEING OBNOXIOUS, 1ST - EARLY MORNING",Felony D,Base Charge,ACQUITTED,"BEING OBNOXIOUS, 1ST - EARLY MORNING (Felony D) – Base Charge",Adams,550.0,1.0,4.0,2.0,SUB,MOTION TO SUBMIT,Adams
53,1,4,3,2022-01-08,463700,46370,0,2023-01-07 10:56:38,G,"SNEAKINESS, 3RD",Misdemeanor A,Base Charge,GUILTY,"SNEAKINESS, 3RD (Misdemeanor A) – Base Charge",Adams,364.0,1.0,4.0,1.0,REVI,MOTION FOR REVIEW,Adams
54,1,4,3,2022-01-08,463700,46370,0,2023-01-07 10:56:38,G,"SNEAKINESS, 3RD",Misdemeanor A,Base Charge,GUILTY,"SNEAKINESS, 3RD (Misdemeanor A) – Base Charge",Adams,364.0,1.0,4.0,3.0,CONT,MOTION FOR CONTINUANCE,Adams
55,1,4,3,2022-01-08,463700,46370,0,2023-01-07 10:56:38,G,"SNEAKINESS, 3RD",Misdemeanor A,Base Charge,GUILTY,"SNEAKINESS, 3RD (Misdemeanor A) – Base Charge",Adams,364.0,1.0,4.0,4.0,CONT,MOTION FOR CONTINUANCE,Adams
56,1,4,3,2022-01-08,463700,46370,0,2023-01-07 10:56:38,G,"SNEAKINESS, 3RD",Misdemeanor A,Base Charge,GUILTY,"SNEAKINESS, 3RD (Misdemeanor A) – Base Charge",Adams,364.0,1.0,4.0,2.0,SUB,MOTION TO SUBMIT,Adams
57,1,5,1,2022-01-10,3400,340,0,2022-05-31 04:48:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,141.0,1.0,5.0,1.0,SC,MOTION FOR SHOW CAUSE,Adams
58,1,5,1,2022-01-10,3400,340,0,2022-05-31 04:48:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,141.0,1.0,5.0,2.0,CONT,MOTION FOR CONTINUANCE,Adams
59,1,5,1,2022-01-10,3400,340,0,2022-05-31 04:48:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,141.0,1.0,5.0,6.0,CONT,MOTION FOR CONTINUANCE,Adams
60,1,5,1,2022-01-10,3400,340,0,2022-05-31 04:48:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,141.0,1.0,5.0,4.0,MOT,MOTION - OTHER,Adams
61,1,5,1,2022-01-10,3400,340,0,2022-05-31 04:48:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,141.0,1.0,5.0,5.0,REVI,MOTION FOR REVIEW,Adams
62,1,5,1,2022-01-10,3400,340,0,2022-05-31 04:48:00,DIS,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Base Charge,DISMISSED,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Base Charge",Adams,141.0,1.0,5.0,3.0,RULE,MOTION FOR RULE,Adams
63,1,5,2,2022-01-10,782200,78220,0,2022-05-03 09:36:00,G,IMPOLITENESS,Misdemeanor B,Base Charge,GUILTY,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,113.0,1.0,5.0,1.0,SC,MOTION FOR SHOW CAUSE,Adams
64,1,5,2,2022-01-10,782200,78220,0,2022-05-03 09:36:00,G,IMPOLITENESS,Misdemeanor B,Base Charge,GUILTY,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,113.0,1.0,5.0,2.0,CONT,MOTION FOR CONTINUANCE,Adams
65,1,5,2,2022-01-10,782200,78220,0,2022-05-03 09:36:00,G,IMPOLITENESS,Misdemeanor B,Base Charge,GUILTY,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,113.0,1.0,5.0,6.0,CONT,MOTION FOR CONTINUANCE,Adams
66,1,5,2,2022-01-10,782200,78220,0,2022-05-03 09:36:00,G,IMPOLITENESS,Misdemeanor B,Base Charge,GUILTY,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,113.0,1.0,5.0,4.0,MOT,MOTION - OTHER,Adams
67,1,5,2,2022-01-10,782200,78220,0,2022-05-03 09:36:00,G,IMPOLITENESS,Misdemeanor B,Base Charge,GUILTY,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,113.0,1.0,5.0,5.0,REVI,MOTION FOR REVIEW,Adams
68,1,5,2,2022-01-10,782200,78220,0,2022-05-03 09:36:00,G,IMPOLITENESS,Misdemeanor B,Base Charge,GUILTY,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,113.0,1.0,5.0,3.0,RULE,MOTION FOR RULE,Adams
69,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,1.0,REVI,MOTION FOR REVIEW,Adams
70,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,2.0,MOT,MOTION - OTHER,Adams
71,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,5.0,MOT,MOTION - OTHER,Adams
72,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,6.0,REVI,MOTION FOR REVIEW,Adams
73,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,4.0,SC,MOTION FOR SHOW CAUSE,Adams
74,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,7.0,SC,MOTION FOR SHOW CAUSE,Adams
75,1,6,1,2022-01-11,782200,78220,0,2022-08-12 19:12:00,DIS,IMPOLITENESS,Misdemeanor B,Base Charge,DISMISSED,IMPOLITENESS (Misdemeanor B) – Base Charge,Adams,213.0,1.0,6.0,3.0,SUB,MOTION TO SUBMIT,Adams
76,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,1.0,REVI,MOTION FOR REVIEW,Adams
77,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,2.0,MOT,MOTION - OTHER,Adams
78,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,5.0,MOT,MOTION - OTHER,Adams
79,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,6.0,REVI,MOTION FOR REVIEW,Adams
80,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,4.0,SC,MOTION FOR SHOW CAUSE,Adams
81,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,7.0,SC,MOTION FOR SHOW CAUSE,Adams
82,1,6,2,2022-01-11,3401,340,1,2022-05-12 09:36:00,G,"BEING OBNOXIOUS, 2ND DEG",Misdemeanor A,Attempt,GUILTY,"BEING OBNOXIOUS, 2ND DEG (Misdemeanor A) – Attempt",Adams,121.0,1.0,6.0,3.0,SUB,MOTION TO SUBMIT,Adams
83,1,7,1,2022-01-11,3470,347,0,2022-01-22 07:12:00,G,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,GUILTY,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Adams,11.0,1.0,7.0,1.0,CONT,MOTION FOR CONTINUANCE,Adams
84,1,7,1,2022-01-11,3470,347,0,2022-01-22 07:12:00,G,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,GUILTY,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Adams,11.0,1.0,7.0,3.0,MOT,MOTION - OTHER,Adams
85,1,7,1,2022-01-11,3470,347,0,2022-01-22 07:12:00,G,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE",Felony D,Base Charge,GUILTY,"BEING OBNOXIOUS, 1ST - IN MOVIE THEATRE (Felony D) – Base Charge",Adams,11.0,1.0,7.0,5.0,MOT,MOTION - OTHER,Adams
